,promotion,promotion name,Byron Buxton,Date,NumberofGames,DayofWeek,VisitingTeam,VisitingTeamLeague,VisitingTeamGameNumber,HomeTeam,HomeTeamLeague,HomeTeamGameNumber,VistingTeamScore,HomeTeamScore,NumberofOuts,DayNight,Completition_Information,Forfeit_Information,Byron Buxton,BallParkID,Attendance,LengthofGame,VisitingTeam_LineScore,HomeTeam_LineScore,VisitingTeamOffense_AtBats,VisitingTeamOffense_Hits,VisitingTeamOffense_Doubles,VisitingTeamOffense_Triples,VisitingTeamOffense_Homeruns,VisitingTeamOffense_RBIs,VisitingTeamOffense_SacrificeHits,VisitingTeamOffense_SacrificeFlies,VisitingTeamOffense_HitbyPitch,VisitingTeamOffense_Walks,VisitingTeamOffense_IntentionalWalks,VisitingTeamOffense_Strickouts,VisitingTeamOffense_StolenBases,VisitingTeamOffense_CaughtStealing,VisitingTeamOffense_GroundedintoDoublePlay,VisitingTeamOffense_AwardedFirstonCatcherInterference,VisitingTeamOffense_LeftOnBase,VisitingTeamPitchers_PitchersUsed,VisitingTeamPitchers_IndividualEarnedRuns,VisitingTeamPitchers_TeamEarnedRuns,VisitingTeamPitchers_WildPitches,VisitingTeamPitchers_Balks,VisitingTeamDefense_PutOuts,VisitingTeamDefense_Assists,VisitingTeamDefense_Errors,VisitingTeamDefense_PassedBalls,VisitingTeamDefense_DoublePlays,VisitingTeamDefense_TriplePlays,HomeTeamOffense_AtBats,HomeTeamOffense_Hits,HomeTeamOffense_Doubles,HomeTeamOffense_Triples,HomeTeamOffense_Homeruns,HomeTeamOffense_RBIs,HomeTeamOffense_SacrificeHits,HomeTeamOffense_SacrificeFlies,HomeTeamOffense_HitbyPitch,HomeTeamOffense_Walks,HomeTeamOffense_IntentionalWalks,HomeTeamOffense_Strickouts,HomeTeamOffense_StolenBases,HomeTeamOffense_CaughtStealing,HomeTeamOffense_GroundedintoDoublePlay,HomeTeamOffense_AwardedFirstonCatcherInterference,HomeTeamOffense_LeftOnBase,HomeTeamPitchers_PitchersUsed,HomeTeamPitchers_IndividualEarnedRuns,HomeTeamPitchers_TeamEarnedRuns,HomeTeamPitchers_WildPitches,HomeTeamPitchers_Balks,HomeTeamDefense_PutOuts,HomeTeamDefense_Assists,HomeTeamDefense_Errors,HomeTeamDefense_PassedBalls,HomeTeamDefense_DoublePlays,HomeTeamDefense_TriplePlays,HomePlateUmp_ID,HomePlateUmp_Name,1BUmp_ID,1BUmp_Name,2BUmp_ID,2BUmp_Name,3BUmp_ID,3BUmp_Name,LFUmp_ID,LFUmp_Name,RFUmp_ID,RFUmp_Name,VisitingTeamManager_ID,VisitingTeamManager_Name,HomeTeamManager_ID,HomeTeamManager_Name,WinningPitcher_ID,WinningPitcher_Name,LosingPitcher_ID,LosingPitcher_Name,SavingPitcher_ID,SavingPitcher_Name,GameWinningRBIBatter_ID,GameWinningRBIBatter_Name,VisitingTeam_StartingPitcher_ID,VisitingTeam_StartingPitcher_Name,HomeTeam_StartingPitcher_ID,HomeTeam_StartingPitcher_Name,VisitingTeam_Player1_ID,VisitingTeam_Player1_Name,VisitingTeam_Player1_Position,VisitingTeam_Player2_ID,VisitingTeam_Player2_Name,VisitingTeam_Player2_Position,VisitingTeam_Player3_ID,VisitingTeam_Player3_Name,VisitingTeam_Player3_Position,VisitingTeam_Player4_ID,VisitingTeam_Player4_Name,VisitingTeam_Player4_Position,VisitingTeam_Player5_ID,VisitingTeam_Player5_Name,VisitingTeam_Player5_Position,VisitingTeam_Player6_ID,VisitingTeam_Player6_Name,VisitingTeam_Player6_Position,VisitingTeam_Player7_ID,VisitingTeam_Player7_Name,VisitingTeam_Player7_Position,VisitingTeam_Player8_ID,VisitingTeam_Player8_Name,VisitingTeam_Player8_Position,VisitingTeam_Player9_ID,VisitingTeam_Player9_Name,VisitingTeam_Player9_Position,HomeTeam_Player1_ID,HomeTeam_Player1_Name,HomeTeam_Player1_Position,HomeTeam_Player2_ID,HomeTeam_Player2_Name,HomeTeam_Player2_Position,HomeTeam_Player3_ID,HomeTeam_Player3_Name,HomeTeam_Player3_Position,HomeTeam_Player4_ID,HomeTeam_Player4_Name,HomeTeam_Player4_Position,HomeTeam_Player5_ID,HomeTeam_Player5_Name,HomeTeam_Player5_Position,HomeTeam_Player6_ID,HomeTeam_Player6_Name,HomeTeam_Player6_Position,HomeTeam_Player7_ID,HomeTeam_Player7_Name,HomeTeam_Player7_Position,HomeTeam_Player8_ID,HomeTeam_Player8_Name,HomeTeam_Player8_Position,HomeTeam_Player9_ID,HomeTeam_Player9_Name,HomeTeam_Player9_Position,Additional_Information,Acquisition_Information,DOW,Rank,VisitingLeague,DN,NFLVKGDAY
53282,1,"Jim Kaat bobblehead for the first 10,000 fans",1,20220716,0,Sat,CHA,AL,91,MIN,AL,93,3,6,51,D,,,1,MIN04,28514,192,102000,10500000x,35,9,2,0,0,3,0,0,0,2,0,7,0,0,1,0,7,5,6,6,0,0,24,5,0,0,0,0,34,10,1,0,3,6,0,0,0,2,0,11,0,0,0,0,6,4,3,3,1,0,27,11,0,1,1,0,rehaj901,Jeremie Rehak,cejan901,Nestor Ceja,marqa901,Alfonso Marquez,barrl901,Lance Barrett,,(none),,(none),larut101,Tony LaRussa,baldr001,Rocco Baldelli,bundd001,Dylan Bundy,lynnl001,Lance Lynn,duraj002,Jhoan Duran,arral001,Luis Arraez,lynnl001,Lance Lynn,bundd001,Dylan Bundy,andet001,Tim Anderson,6,moncy001,Yoan Moncada,5,vauga001,Andrew Vaughn,10,abrej003,Jose Abreu,3,sheeg001,Gavin Sheets,9,polla001,A.J. Pollock,7,harrj002,Josh Harrison,4,zavas001,Seby Zavala,2,engea001,Adam Engel,8,arral001,Luis Arraez,3,corrc001,Carlos Correa,6,buxtb001,Byron Buxton,10,keplm001,Max Kepler,9,polaj001,Jorge Polanco,4,kiria001,Alex Kirilloff,7,gordn001,Nick Gordon,8,urshg001,Giovanny Urshela,5,sancg002,Gary Sanchez,2,,Y,6,15,0,0,0
53294,0,,1,20220717,0,Sun,CHA,AL,92,MIN,AL,94,11,0,54,D,,,1,MIN04,23225,189,40601,0,43,16,4,0,3,11,0,0,0,4,0,10,0,0,0,0,9,3,0,0,0,0,27,9,2,0,1,0,29,1,0,0,0,0,0,0,0,3,0,9,0,1,0,0,5,7,11,11,0,0,27,9,1,0,0,0,cejan901,Nestor Ceja,marqa901,Alfonso Marquez,barrl901,Lance Barrett,rehaj901,Jeremie Rehak,,(none),,(none),larut101,Tony LaRussa,baldr001,Rocco Baldelli,ceasd001,Dylan Cease,archc001,Chris Archer,,(none),andet001,Tim Anderson,ceasd001,Dylan Cease,archc001,Chris Archer,andet001,Tim Anderson,6,moncy001,Yoan Moncada,5,vauga001,Andrew Vaughn,3,abrej003,Jose Abreu,10,sheeg001,Gavin Sheets,9,harrj002,Josh Harrison,4,garcl004,Leury Garcia,7,zavas001,Seby Zavala,2,engea001,Adam Engel,8,arral001,Luis Arraez,10,corrc001,Carlos Correa,6,buxtb001,Byron Buxton,8,keplm001,Max Kepler,9,polaj001,Jorge Polanco,4,kiria001,Alex Kirilloff,3,miraj002,Jose Miranda,5,gordn001,Nick Gordon,7,sancg002,Gary Sanchez,2,,Y,7,15,0,0,0
53453,1,"MLB Network bag for the first 10,000 fans",0,20220801,0,Mon,DET,AL,104,MIN,AL,102,3,5,59,N,,,0,MIN04,20231,197,101000001,203,35,5,1,0,0,3,0,0,1,2,0,14,0,0,0,0,6,6,4,4,0,0,29,9,1,0,1,0,39,12,2,0,1,5,0,0,0,3,0,7,1,0,1,0,9,5,2,2,0,0,30,7,0,0,0,0,kulpr901,Ron Kulpa,torrc901,Carlos Torres,conrc901,Chris Conroy,mosce901,Edwin Moscoso,,(none),,(none),hinca001,A.J. Hinch,baldr001,Rocco Baldelli,jax-g001,Griffin Jax,langa001,Alex Lange,,(none),urshg001,Giovanny Urshela,skubt001,Tarik Skubal,sanca006,Aaron Sanchez,greer003,Riley Greene,8,reyev001,Victor Reyes,9,casth001,Harold Castro,3,cabrm001,Miguel Cabrera,10,candj002,Jeimer Candelario,5,schoj001,Jonathan Schoop,4,castw003,Willi Castro,6,barnt001,Tucker Barnhart,2,badda001,Akil Baddoo,7,polaj001,Jorge Polanco,4,corrc001,Carlos Correa,6,arral001,Luis Arraez,10,miraj002,Jose Miranda,3,garlk001,Kyle Garlick,7,urshg001,Giovanny Urshela,5,gordn001,Nick Gordon,8,sancg002,Gary Sanchez,2,contm001,Mark Contreras,9,,Y,1,18,0,1,0
53468,0,,0,20220802,0,Tue,DET,AL,105,MIN,AL,103,5,3,54,N,,,0,MIN04,23394,190,20300,2010000,33,7,3,0,0,5,0,0,0,4,0,13,1,1,0,0,5,5,3,3,0,0,27,13,0,0,3,0,30,7,1,0,1,3,0,2,0,5,0,3,0,0,2,0,7,7,5,5,0,0,27,9,0,0,1,0,torrc901,Carlos Torres,conrc901,Chris Conroy,mosce901,Edwin Moscoso,kulpr901,Ron Kulpa,,(none),,(none),hinca001,A.J. Hinch,baldr001,Rocco Baldelli,folej001,Jason Foley,jax-g001,Griffin Jax,sotog003,Gregory Soto,greer003,Riley Greene,mannm001,Matt Manning,archc001,Chris Archer,greer003,Riley Greene,8,baezj001,Javier Baez,6,casth001,Harold Castro,3,cabrm001,Miguel Cabrera,10,candj002,Jeimer Candelario,5,haase001,Eric Haase,2,castw003,Willi Castro,9,schoj001,Jonathan Schoop,4,badda001,Akil Baddoo,7,arral001,Luis Arraez,4,corrc001,Carlos Correa,6,polaj001,Jorge Polanco,10,miraj002,Jose Miranda,3,gordn001,Nick Gordon,8,urshg001,Giovanny Urshela,5,cavej001,Jake Cave,7,sancg002,Gary Sanchez,2,contm001,Mark Contreras,9,,Y,2,18,0,1,0
53482,0,,1,20220803,0,Wed,DET,AL,106,MIN,AL,104,1,4,51,D,,,1,MIN04,25044,160,10000,02000101x,30,4,0,0,0,1,0,0,2,1,0,14,0,1,0,0,5,4,4,4,1,0,24,7,0,0,1,0,29,7,1,0,0,4,0,1,0,3,0,8,1,0,1,0,5,5,1,1,0,0,27,4,0,0,0,0,conrc901,Chris Conroy,mosce901,Edwin Moscoso,kulpr901,Ron Kulpa,torrc901,Carlos Torres,,(none),,(none),hinca001,A.J. Hinch,baldr001,Rocco Baldelli,ryanj002,Joe Ryan,alext001,Tyler Alexander,lopej004,Jorge Lopez,leons001,Sandy Leon,alext001,Tyler Alexander,ryanj002,Joe Ryan,greer003,Riley Greene,8,reyev001,Victor Reyes,7,baezj001,Javier Baez,6,casth001,Harold Castro,3,haase001,Eric Haase,10,castw003,Willi Castro,9,schoj001,Jonathan Schoop,4,clemk001,Kody Clemens,5,barnt001,Tucker Barnhart,2,buxtb001,Byron Buxton,10,corrc001,Carlos Correa,6,polaj001,Jorge Polanco,4,miraj002,Jose Miranda,3,urshg001,Giovanny Urshela,5,gordn001,Nick Gordon,8,cavej001,Jake Cave,7,leons001,Sandy Leon,2,contm001,Mark Contreras,9,,Y,3,18,0,0,0
53497,0,,1,20220804,0,Thu,TOR,AL,105,MIN,AL,105,9,3,54,N,,,1,MIN04,39030,214,3060,101001,38,13,3,0,2,9,0,0,0,6,0,9,0,0,2,0,8,4,3,3,0,0,27,9,0,0,0,0,30,3,1,0,1,3,0,0,1,5,0,8,0,0,0,0,6,4,8,8,0,0,27,9,1,0,2,0,porta901,Alan Porter,millb903,Brennan Miller,wolcq901,Quinn Wolcott,merzd901,Dan Merzel,,(none),,(none),schnj801,John Schneider,baldr001,Rocco Baldelli,manoa001,Alek Manoah,pagae001,Emilio Pagan,,(none),gurrl001,Lourdes Gurriel,manoa001,Alek Manoah,grays001,Sonny Gray,sprig001,George Springer,10,guerv002,Vladimir Guerrero,3,kirka001,Alejandro Kirk,2,hernt002,Teoscar Hernandez,9,bichb001,Bo Bichette,6,gurrl001,Lourdes Gurriel,7,chapm001,Matt Chapman,5,merrw001,Whit Merrifield,8,biggc002,Cavan Biggio,4,arral001,Luis Arraez,3,corrc001,Carlos Correa,6,buxtb001,Byron Buxton,10,polaj001,Jorge Polanco,4,gordn001,Nick Gordon,7,miraj002,Jose Miranda,5,cavej001,Jake Cave,9,contm001,Mark Contreras,8,sancg002,Gary Sanchez,2,,Y,4,14,0,1,0
53510,0,,0,20220805,0,Fri,TOR,AL,106,MIN,AL,106,5,6,57,N,,,0,MIN04,29593,204,130010,14000001,39,11,0,0,3,5,0,0,0,2,0,12,0,0,1,0,7,7,5,5,0,0,27,9,2,0,2,0,39,11,3,0,2,6,0,0,0,4,1,6,0,0,2,0,11,5,5,5,0,0,30,10,0,0,1,0,wolcq901,Quinn Wolcott,merzd901,Dan Merzel,fostm901,Marty Foster,porta901,Alan Porter,,(none),,(none),schnj801,John Schneider,baldr001,Rocco Baldelli,fulmm001,Michael Fulmer,romaj004,Jordan Romano,,(none),beckt001,Tim Beckham,berrj001,Jose Berrios,mahlt001,Tyler Mahle,merrw001,Whit Merrifield,8,guerv002,Vladimir Guerrero,3,gurrl001,Lourdes Gurriel,10,hernt002,Teoscar Hernandez,9,bichb001,Bo Bichette,6,chapm001,Matt Chapman,5,jansd001,Danny Jansen,2,tapir001,Raimel Tapia,7,espis001,Santiago Espinal,4,arral001,Luis Arraez,4,corrc001,Carlos Correa,6,polaj001,Jorge Polanco,10,miraj002,Jose Miranda,5,gordn001,Nick Gordon,7,cavej001,Jake Cave,9,beckt001,Tim Beckham,3,contm001,Mark Contreras,8,leons001,Sandy Leon,2,,Y,5,14,0,1,0
53525,1,"Tony Oliva bobblehead for the first 10,000 fans",1,20220806,0,Sat,TOR,AL,107,MIN,AL,107,3,7,51,N,,,1,MIN04,27471,212,200010,00201202x,34,7,1,0,1,3,0,0,0,4,0,11,2,0,0,0,8,6,7,7,0,0,24,7,0,0,0,0,35,11,5,1,1,7,1,0,0,4,0,5,2,0,0,0,9,7,3,3,0,0,27,8,0,1,0,0,merzd901,Dan Merzel,fostm901,Marty Foster,porta901,Alan Porter,wolcq901,Quinn Wolcott,,(none),,(none),schnj801,John Schneider,baldr001,Rocco Baldelli,megit001,Trevor Megill,whitm004,Mitch White,,(none),polaj001,Jorge Polanco,whitm004,Mitch White,bundd001,Dylan Bundy,gurrl001,Lourdes Gurriel,7,guerv002,Vladimir Guerrero,3,kirka001,Alejandro Kirk,10,hernt002,Teoscar Hernandez,9,bichb001,Bo Bichette,6,chapm001,Matt Chapman,5,merrw001,Whit Merrifield,8,biggc002,Cavan Biggio,4,jansd001,Danny Jansen,2,arral001,Luis Arraez,3,corrc001,Carlos Correa,6,buxtb001,Byron Buxton,10,polaj001,Jorge Polanco,4,keplm001,Max Kepler,9,miraj002,Jose Miranda,5,gordn001,Nick Gordon,8,cavej001,Jake Cave,7,leons001,Sandy Leon,2,,Y,6,14,0,1,0
53541,1,"Back to school backpack for the first 5,000 kids ages 12 and under",1,20220807,0,Sun,TOR,AL,108,MIN,AL,108,3,2,60,D,,,1,MIN04,26155,221,110000001,110,37,10,4,0,0,3,0,1,0,1,1,6,0,0,1,0,7,4,2,2,0,1,30,7,0,0,0,0,41,11,1,0,0,2,0,0,1,0,0,7,0,0,0,0,11,4,2,2,0,0,30,10,0,0,1,0,fostm901,Marty Foster,porta901,Alan Porter,wolcq901,Quinn Wolcott,merzd901,Dan Merzel,,(none),,(none),schnj801,John Schneider,baldr001,Rocco Baldelli,romaj004,Jordan Romano,thiec001,Caleb Thielbar,,(none),biggc002,Cavan Biggio,gausk001,Kevin Gausman,archc001,Chris Archer,gurrl001,Lourdes Gurriel,7,guerv002,Vladimir Guerrero,10,kirka001,Alejandro Kirk,2,hernt002,Teoscar Hernandez,9,bichb001,Bo Bichette,6,chapm001,Matt Chapman,5,tapir001,Raimel Tapia,8,espis001,Santiago Espinal,4,biggc002,Cavan Biggio,3,arral001,Luis Arraez,10,polaj001,Jorge Polanco,4,keplm001,Max Kepler,9,miraj002,Jose Miranda,3,gordn001,Nick Gordon,6,urshg001,Giovanny Urshela,5,cavej001,Jake Cave,7,celeg001,Gilberto Celestino,8,sancg002,Gary Sanchez,2,,Y,7,14,0,0,0
53645,1,"Diversity Day item for the first 10,000 fans",1,20220815,0,Mon,KCA,AL,117,MIN,AL,114,2,4,51,N,,,1,MIN04,22003,177,200000000,01002100x,34,8,3,0,1,2,0,0,0,3,0,10,1,0,1,0,8,4,4,4,0,0,24,8,0,0,2,0,31,11,1,0,0,4,0,1,1,4,0,7,0,0,2,0,9,5,2,2,0,0,27,4,0,0,1,0,wegnm901,Mark Wegner,merzd901,Dan Merzel,rehaj901,Jeremie Rehak,wolcq901,Quinn Wolcott,,(none),,(none),mathm001,Mike Matheny,baldr001,Rocco Baldelli,ryanj002,Joe Ryan,bubik001,Kris Bubic,lopej004,Jorge Lopez,polaj001,Jorge Polanco,bubik001,Kris Bubic,ryanj002,Joe Ryan,melem001,MJ Melendez,9,wittb002,Bobby Witt,5,peres002,Salvador Perez,2,pasqv001,Vinnie Pasquantino,10,massm001,Michael Massey,4,eaton001,Nate Eaton,7,pratn001,Nick Pratto,3,isbek001,Kyle Isbel,8,lopen001,Nicky Lopez,6,arral001,Luis Arraez,3,corrc001,Carlos Correa,6,buxtb001,Byron Buxton,8,miraj002,Jose Miranda,10,polaj001,Jorge Polanco,4,gordn001,Nick Gordon,7,urshg001,Giovanny Urshela,5,keplm001,Max Kepler,9,sancg002,Gary Sanchez,2,,Y,1,28,0,1,0
53660,0,,1,20220816,0,Tue,KCA,AL,118,MIN,AL,115,0,9,51,N,,,1,MIN04,23093,181,0,02010033x,31,5,0,0,0,0,0,0,0,1,0,15,1,0,0,0,5,3,4,4,1,0,24,10,2,0,0,0,40,16,2,0,1,9,1,0,0,3,0,7,0,0,0,0,11,4,0,0,0,0,27,6,0,0,1,0,merzd901,Dan Merzel,rehaj901,Jeremie Rehak,wolcq901,Quinn Wolcott,wegnm901,Mark Wegner,,(none),,(none),mathm001,Mike Matheny,baldr001,Rocco Baldelli,grays001,Sonny Gray,greiz001,Zack Greinke,,(none),leons001,Sandy Leon,greiz001,Zack Greinke,grays001,Sonny Gray,melem001,MJ Melendez,9,wittb002,Bobby Witt,5,peres002,Salvador Perez,2,pasqv001,Vinnie Pasquantino,10,massm001,Michael Massey,4,taylm002,Michael Taylor,8,pratn001,Nick Pratto,3,isbek001,Kyle Isbel,7,lopen001,Nicky Lopez,6,arral001,Luis Arraez,4,corrc001,Carlos Correa,6,buxtb001,Byron Buxton,10,miraj002,Jose Miranda,3,keplm001,Max Kepler,9,urshg001,Giovanny Urshela,5,gordn001,Nick Gordon,7,celeg001,Gilberto Celestino,8,leons001,Sandy Leon,2,,Y,2,28,0,1,0
53675,0,,1,20220817,0,Wed,KCA,AL,119,MIN,AL,116,0,4,51,D,,,1,MIN04,23543,169,0,21010000x,31,6,0,0,0,0,0,0,0,2,0,8,0,0,2,0,6,2,3,3,0,0,24,9,1,0,1,0,31,7,1,0,1,3,0,0,0,2,0,4,1,0,1,0,5,6,0,0,0,0,27,7,0,0,2,0,rehaj901,Jeremie Rehak,wolcq901,Quinn Wolcott,wegnm901,Mark Wegner,merzd901,Dan Merzel,,(none),,(none),mathm001,Mike Matheny,baldr001,Rocco Baldelli,pagae001,Emilio Pagan,lyncd001,Daniel Lynch,,(none),miraj002,Jose Miranda,lyncd001,Daniel Lynch,mahlt001,Tyler Mahle,melem001,MJ Melendez,2,wittb002,Bobby Witt,5,peres002,Salvador Perez,10,pasqv001,Vinnie Pasquantino,3,rookb001,Brent Rooker,7,massm001,Michael Massey,4,taylm002,Michael Taylor,8,eaton001,Nate Eaton,9,garcm003,Maikel Garcia,6,buxtb001,Byron Buxton,10,corrc001,Carlos Correa,6,arral001,Luis Arraez,4,miraj002,Jose Miranda,3,urshg001,Giovanny Urshela,5,celeg001,Gilberto Celestino,8,sancg002,Gary Sanchez,2,keplm001,Max Kepler,9,gordn001,Nick Gordon,7,,Y,3,28,0,0,0
53701,0,,1,20220819,0,Fri,TEX,AL,119,MIN,AL,117,1,2,51,N,,,1,MIN04,22627,174,1000,20000000x,30,4,0,0,0,1,0,0,0,4,0,7,2,0,0,0,6,3,2,2,0,0,24,8,0,0,0,0,29,5,2,0,2,2,0,0,0,3,0,8,0,0,0,0,6,5,1,1,0,0,27,5,0,0,1,0,hobep901,Pat Hoberg,emmep901,Paul Emmel,drecb901,Bruce Dreckman,moorm901,Malachi Moore,,(none),,(none),beast801,Tony Beasley,baldr001,Rocco Baldelli,bundd001,Dylan Bundy,perem004,Martin Perez,lopej004,Jorge Lopez,arral001,Luis Arraez,perem004,Martin Perez,bundd001,Dylan Bundy,semim001,Marcus Semien,4,seagc001,Corey Seager,6,lowen001,Nate Lowe,3,garca005,Adolis Garcia,9,heimj001,Jonah Heim,2,tavel001,Leody Taveras,8,millb002,Brad Miller,10,smitj007,Josh Smith,5,thomb003,Bubba Thompson,7,buxtb001,Byron Buxton,8,corrc001,Carlos Correa,6,arral001,Luis Arraez,3,miraj002,Jose Miranda,10,urshg001,Giovanny Urshela,5,polaj001,Jorge Polanco,4,celeg001,Gilberto Celestino,7,keplm001,Max Kepler,9,leons001,Sandy Leon,2,,Y,5,11,0,1,0
53717,1,"Twins Hall of Fame mystery cap for the first 10,000 fans",1,20220820,0,Sat,TEX,AL,120,MIN,AL,118,4,3,60,N,,,1,MIN04,21781,207,1000010002,100101,41,11,2,0,0,4,0,0,1,1,0,8,0,0,1,0,10,5,1,1,0,0,30,13,2,0,1,0,37,6,1,0,0,2,0,0,0,5,0,5,0,0,1,0,10,5,3,3,0,0,30,10,1,0,1,0,emmep901,Paul Emmel,drecb901,Bruce Dreckman,moorm901,Malachi Moore,hobep901,Pat Hoberg,,(none),,(none),beast801,Tony Beasley,baldr001,Rocco Baldelli,hernj004,Jonathan Hernandez,thiec001,Caleb Thielbar,,(none),seagc001,Corey Seager,ottog001,Glenn Otto,archc001,Chris Archer,semim001,Marcus Semien,4,seagc001,Corey Seager,6,lowen001,Nate Lowe,3,garca005,Adolis Garcia,9,millb002,Brad Miller,10,tavel001,Leody Taveras,8,durae002,Ezequiel Duran,5,vilom001,Meibrys Viloria,2,thomb003,Bubba Thompson,7,arral001,Luis Arraez,3,corrc001,Carlos Correa,6,buxtb001,Byron Buxton,10,polaj001,Jorge Polanco,4,keplm001,Max Kepler,9,miraj002,Jose Miranda,5,gordn001,Nick Gordon,8,cavej001,Jake Cave,7,sancg002,Gary Sanchez,2,,Y,6,11,0,1,1
53731,1,"Twins Hall of Fame pin collectible set for the first 5,000 fans",0,20220821,0,Sun,TEX,AL,121,MIN,AL,119,7,0,54,D,,,0,MIN04,24802,174,100312,0,35,11,0,0,2,7,0,1,1,3,0,10,2,0,1,0,6,2,0,0,0,0,27,10,0,0,1,0,30,4,0,0,0,0,0,0,1,0,0,8,0,0,1,0,4,3,6,6,0,0,27,10,0,1,1,0,drecb901,Bruce Dreckman,moorm901,Malachi Moore,hobep901,Pat Hoberg,emmep901,Paul Emmel,,(none),,(none),beast801,Tony Beasley,baldr001,Rocco Baldelli,arihk001,Kohei Arihara,ryanj002,Joe Ryan,heart001,Taylor Hearn,semim001,Marcus Semien,arihk001,Kohei Arihara,ryanj002,Joe Ryan,semim001,Marcus Semien,4,seagc001,Corey Seager,6,lowen001,Nate Lowe,3,garca005,Adolis Garcia,9,heimj001,Jonah Heim,2,tavel001,Leody Taveras,8,calhk001,Kole Calhoun,7,millb002,Brad Miller,10,durae002,Ezequiel Duran,5,arral001,Luis Arraez,10,corrc001,Carlos Correa,6,polaj001,Jorge Polanco,4,miraj002,Jose Miranda,3,keplm001,Max Kepler,9,gordn001,Nick Gordon,8,urshg001,Giovanny Urshela,5,cavej001,Jake Cave,7,leons001,Sandy Leon,2,,Y,7,11,0,0,0
53740,0,,1,20220822,0,Mon,TEX,AL,122,MIN,AL,120,2,1,54,N,,,1,MIN04,18595,178,11000,100000,31,6,0,0,1,2,0,0,0,1,0,9,0,0,0,0,3,5,1,1,0,0,27,12,0,0,1,0,32,7,1,2,0,1,0,0,0,3,0,6,1,1,1,0,7,4,2,2,1,0,27,8,0,0,0,1,moorm901,Malachi Moore,hobep901,Pat Hoberg,emmep901,Paul Emmel,drecb901,Bruce Dreckman,,(none),,(none),beast801,Tony Beasley,baldr001,Rocco Baldelli,alexa001,A.J. Alexy,grays001,Sonny Gray,moorm003,Matt Moore,seagc001,Corey Seager,ragac001,Cole Ragans,grays001,Sonny Gray,semim001,Marcus Semien,4,seagc001,Corey Seager,6,lowen001,Nate Lowe,3,garca005,Adolis Garcia,9,heimj001,Jonah Heim,2,tavel001,Leody Taveras,8,calhk001,Kole Calhoun,7,millb002,Brad Miller,10,durae002,Ezequiel Duran,5,arral001,Luis Arraez,4,corrc001,Carlos Correa,6,buxtb001,Byron Buxton,8,miraj002,Jose Miranda,3,keplm001,Max Kepler,9,urshg001,Giovanny Urshela,5,gordn001,Nick Gordon,7,beckt001,Tim Beckham,10,leons001,Sandy Leon,2,,Y,1,11,0,1,0
53793,0,,0,20220826,0,Fri,SFN,NL,124,MIN,AL,124,0,9,51,N,,,0,MIN04,25246,175,0,20600001x,28,4,1,0,0,0,0,0,1,3,0,9,0,0,3,0,5,5,9,9,0,0,24,2,0,1,0,0,32,9,1,0,3,9,0,1,2,3,0,8,0,0,0,0,5,3,0,0,0,0,27,9,0,0,3,0,mosce901,Edwin Moscoso,kulpr901,Ron Kulpa,torrc901,Carlos Torres,conrc901,Chris Conroy,,(none),,(none),kaplg001,Gabe Kapler,baldr001,Rocco Baldelli,ryanj002,Joe Ryan,wooda002,Alex Wood,,(none),corrc001,Carlos Correa,wooda002,Alex Wood,ryanj002,Joe Ryan,lastt001,Tommy La Stella,10,florw001,Wilmer Flores,3,pedej001,Joc Pederson,7,longe001,Evan Longoria,5,estrt001,Thairo Estrada,4,crawb001,Brandon Crawford,6,slata001,Austin Slater,8,yastm001,Mike Yastrzemski,9,bartj003,Joey Bart,2,garlk001,Kyle Garlick,9,corrc001,Carlos Correa,6,miraj002,Jose Miranda,3,urshg001,Giovanny Urshela,5,polaj001,Jorge Polanco,4,celeg001,Gilberto Celestino,8,sancg002,Gary Sanchez,10,gordn001,Nick Gordon,7,leons001,Sandy Leon,2,,Y,5,5,1,1,0
53808,1,"Bryon Buxton bobblehead for the first 10,000 fans",0,20220827,0,Sat,SFN,NL,125,MIN,AL,125,2,3,58,N,,,0,MIN04,27570,237,100010,21,31,4,1,0,0,2,0,2,1,4,0,12,0,0,0,0,7,6,2,2,1,0,28,11,0,0,1,0,35,9,0,0,0,3,1,0,0,8,1,10,0,0,1,0,14,5,2,2,0,0,30,7,0,0,0,0,kulpr901,Ron Kulpa,torrc901,Carlos Torres,conrc901,Chris Conroy,mosce901,Edwin Moscoso,,(none),,(none),kaplg001,Gabe Kapler,baldr001,Rocco Baldelli,duraj002,Jhoan Duran,leond003,Dominic Leone,,(none),celeg001,Gilberto Celestino,cobba001,Alex Cobb,grays001,Sonny Gray,lastt001,Tommy La Stella,10,wadel001,LaMonte Wade,3,florw001,Wilmer Flores,5,yastm001,Mike Yastrzemski,9,estrt001,Thairo Estrada,4,crawb001,Brandon Crawford,6,slata001,Austin Slater,8,gonzl005,Luis Gonzalez,7,bartj003,Joey Bart,2,arral001,Luis Arraez,3,corrc001,Carlos Correa,6,polaj001,Jorge Polanco,4,miraj002,Jose Miranda,10,gordn001,Nick Gordon,7,urshg001,Giovanny Urshela,5,keplm001,Max Kepler,9,celeg001,Gilberto Celestino,8,leons001,Sandy Leon,2,,Y,6,5,1,1,1
